,Date,total_profit,total_spending,total_revenue,Close,High,Low,Open,Volume,Company
9,2014-04-01,24000000,192250000,20250000,17.21743721432156,17.398267542245573,17.03078475351162,17.238764591201047,2308187,TER
10,2014-07-01,24000000,192250000,20250000,18.212733447551727,18.38781602814112,18.03026405277173,18.211306482680502,2590341,TER
11,2014-10-01,24000000,192250000,20250000,17.15682807498508,17.375149581075043,16.91659149533916,17.130363163881,2862109,TER
12,2015-01-01,60750000,181000000,51500000,17.88073808638776,18.07731415065994,17.665184285357803,17.86974131436067,1726056,TER
13,2015-04-01,60750000,181000000,51500000,18.698686206151567,18.87073128205417,18.518203410399597,18.697095950309613,2186081,TER
14,2015-07-01,60750000,181000000,51500000,17.298281282186508,17.552733515901174,17.08152077387785,17.317467107646003,2167802,TER
15,2015-10-01,60750000,181000000,51500000,18.38766203986274,18.58531161692733,18.157835729043047,18.34127784281923,2465407,TER
16,2016-01-01,-15000000,198500000,-10750000,18.483644579277662,18.706709783998846,18.254661685493176,18.468953435715967,2092211,TER
17,2016-04-01,-15000000,198500000,-10750000,18.69317671656609,18.86286338899049,18.53426389138329,18.69256604685956,1758530,TER
18,2016-07-01,-15000000,198500000,-10750000,19.61531573534012,19.774220546956112,19.432947967184354,19.576880702773508,1682575,TER
19,2016-10-01,-15000000,198500000,-10750000,21.829036062413994,22.042968320216108,21.599589637363845,21.807673161540816,1803789,TER
20,2017-01-01,132500000,228250000,64500000,27.31900052101381,27.52658927353882,27.06008250612515,27.27058362636179,2078600,TER
21,2017-04-01,132500000,228250000,64500000,32.19986434209915,32.56550662062545,31.881776771693477,32.2875221962824,2602202,TER
22,2017-07-01,132500000,228250000,64500000,33.21552930559431,33.494346650843774,32.77520451338985,33.09935710523297,2743368,TER
23,2017-10-01,132500000,228250000,64500000,39.52717442946,39.83753102405407,39.053535639257866,39.50718169730856,2344573,TER
24,2018-01-01,118500000,220000000,113000000,44.05245358826684,44.688691797286445,43.40145123608321,44.03987801686425,2606128,TER
25,2018-04-01,118500000,220000000,113000000,37.60086187720299,38.12713244397055,37.11137025771781,37.65964625695289,3469206,TER
26,2018-07-01,118500000,220000000,113000000,38.94584001813616,39.435691079694166,38.56094064348374,39.037704957819074,2427243,TER
27,2018-10-01,118500000,220000000,113000000,33.67151213751899,34.252551153744115,33.07091745433104,33.641882323385495,2910269,TER
28,2019-01-01,138500000,238750000,116750000,36.31422096002297,36.74165414457914,35.79989045998095,36.176583795301234,2381125,TER
29,2019-04-01,138500000,238750000,116750000,44.20576489160931,44.68217312336888,43.603281550894216,44.07995190758933,2129230,TER
30,2019-07-01,138500000,238750000,116750000,51.65846002101898,52.33311275710341,50.88186102436048,51.650937751898525,2337319,TER
31,2019-10-01,138500000,238750000,116750000,60.598638237847226,61.41815122199417,60.00448258498357,60.74148462532123,2377067,TER
32,2020-01-01,232000000,334000000,196000000,62.11567780279344,63.482822928957766,60.80332541501683,62.146137325171786,2598131,TER
33,2020-04-01,232000000,334000000,196000000,65.71202281164744,67.0429081440007,64.19115710523121,65.5631904540025,2312757,TER
34,2020-07-01,232000000,334000000,196000000,83.24213695526123,84.54670008182056,81.95926064907948,83.40964258447642,2343862,TER
35,2020-10-01,232000000,334000000,196000000,93.75691223144533,94.9620674454322,92.3965398435838,93.5091396058523,1535578,TER
36,2021-01-01,300250000,374000000,253750000,123.5714735437612,126.17909547140172,121.06102218648552,124.03032964020564,2221611,TER
37,2021-04-01,300250000,374000000,253750000,125.9515860421317,127.74721879466809,123.89881950671447,125.94045753666956,1443051,TER
38,2021-07-01,300250000,374000000,253750000,119.69814884662628,121.44243756388956,118.2363419433743,120.05235400078664,1334753,TER
39,2021-10-01,300250000,374000000,253750000,130.5266827053494,132.12896569904666,128.44561417189277,130.16727409711348,1513500,TER
40,2022-01-01,208000000,322000000,179000000,124.95756838398594,127.63759846118576,122.1253993764701,124.82883123613192,2093876,TER
41,2022-04-01,208000000,322000000,179000000,102.73146364765782,105.14791340584738,100.88246344169984,103.08559159827692,1792461,TER
42,2022-07-01,208000000,322000000,179000000,90.12264287471773,91.55449000219367,88.4250123716636,89.97236920359416,1722675,TER
43,2022-10-01,208000000,322000000,179000000,83.01859612898393,84.45854300948935,81.24126840160481,82.76738495626638,1776536,TER
44,2023-01-01,125250000,285000000,112250000,101.352048812374,102.61919047444502,99.6030825774825,100.9169030969597,1638202,TER
45,2023-04-01,125250000,285000000,112250000,99.45818808770947,100.60114531246955,98.06908549742708,99.28636759010308,1693708,TER
46,2023-07-01,125250000,285000000,112250000,104.72940983847968,106.08035281109368,103.57180547933964,104.94255935378442,1578563,TER
47,2023-10-01,125250000,285000000,112250000,91.35993125221944,92.5479313371431,90.31461881628042,91.47325538013284,1538239,TER
0,2012-01-01,95000000,1074500000,62500000,64.09225808420489,64.90048408508301,63.13967698620212,63.99483871459961,597115,MHK
1,2012-04-01,95000000,1074500000,62500000,67.14285677955264,68.11412714398097,66.15380925980826,67.12841270083473,664846,MHK
2,2012-07-01,95000000,1074500000,62500000,72.7946033780537,73.59952363513764,71.70666709778801,72.65825410873171,492324,MHK
3,2012-10-01,95000000,1074500000,62500000,82.86348813079124,84.02999966643577,81.99279057702353,82.9255811114644,485970,MHK
4,2013-01-01,136750000,1357000000,87250000,104.34416643778484,105.4126661936442,103.16149940490725,104.09133326212564,743953,MHK
5,2013-04-01,136750000,1357000000,87250000,112.70812487602234,114.357031583786,111.16437494754793,112.83624982833862,760683,MHK
6,2013-07-01,136750000,1357000000,87250000,121.93281185626984,123.48203122615814,120.47578144073486,122.00437521934508,757842,MHK
7,2013-10-01,136750000,1357000000,87250000,134.00999942355685,135.67622256808812,132.31911129421658,134.097777472602,858113,MHK
8,2014-01-01,193250000,1412250000,133000000,143.19065506731877,144.86786964291431,141.78426273533557,143.50327913878394,1002405,MHK
9,2014-04-01,193250000,1412250000,133000000,135.15619114467077,136.51777721586683,133.83603195917038,135.2496824718657,814373,MHK
10,2014-07-01,193250000,1412250000,133000000,137.50609350204468,138.6940619945526,136.35406160354614,137.52531254291534,874338,MHK
11,2014-10-01,193250000,1412250000,133000000,139.16888885498048,140.476222398546,137.64733327229817,138.82688903808594,749802,MHK
12,2015-01-01,209500000,1415250000,153750000,173.02836058569736,174.75901619332737,171.08868908491291,172.87868837450372,793254,MHK
13,2015-04-01,209500000,1415250000,153750000,184.97507949102493,186.45666818770152,183.46587311275425,184.95682465084016,520581,MHK
14,2015-07-01,209500000,1415250000,153750000,198.0679693222046,200.4931242465973,196.08609461784363,198.54203057289124,704464,MHK
15,2015-10-01,209500000,1415250000,153750000,192.2122226291233,194.3973334418403,189.83222351074215,192.28533393012157,790044,MHK
16,2016-01-01,320000000,1536500000,232500000,174.01032819904265,176.19229501192686,171.49754033323194,173.93737617867893,741844,MHK
17,2016-04-01,320000000,1536500000,232500000,194.6220314502716,196.29140615463257,192.9942183494568,194.65749979019165,482394,MHK
18,2016-07-01,320000000,1536500000,232500000,205.52859354019165,206.8223433494568,203.80843806266785,205.51749968528748,487767,MHK
19,2016-10-01,320000000,1536500000,232500000,194.6670455932617,197.12318177656692,193.09749950062144,195.2452271201394,717750,MHK
20,2017-01-01,338500000,1623750000,243000000,219.7451617333197,221.14580634332472,217.82532279722156,219.2380649197486,547987,MHK
21,2017-04-01,338500000,1623750000,243000000,235.9661894298735,237.34539698040675,234.38666691855775,235.9701588948568,436525,MHK
22,2017-07-01,338500000,1623750000,243000000,248.97349257696243,250.5947621663412,247.3265068417504,249.00174555702816,463883,MHK
23,2017-10-01,338500000,1623750000,243000000,264.45250077681106,265.8831814852628,262.12886290116745,263.72318267822266,492545,MHK
24,2018-01-01,273750000,1786500000,215500000,257.62147521972656,260.61229543216893,255.215573170146,258.4944260393987,739448,MHK
25,2018-04-01,273750000,1786500000,215500000,218.9320306777954,221.07921934127808,216.70093727111816,219.15609335899356,870897,MHK
26,2018-07-01,273750000,1786500000,215500000,196.12174624488463,198.17111084953183,194.4414285326761,196.31634909009176,1077270,MHK
27,2018-10-01,273750000,1786500000,215500000,139.68377804226344,142.24044460720486,137.61155548095704,140.0433336046007,1488198,MHK
28,2019-01-01,206750000,1823750000,186000000,130.1918032286597,131.60131185562884,128.50622958824283,130.10967242131468,978989,MHK
29,2019-04-01,206750000,1823750000,186000000,138.43428572397383,139.7012694828094,136.54571436321925,138.14317430768693,724094,MHK
30,2019-07-01,206750000,1823750000,186000000,128.3823436498642,129.94609439373016,126.87828147411346,128.5971872806549,742366,MHK
31,2019-10-01,206750000,1823750000,186000000,135.94288787841796,137.33622216118707,134.43555586073134,135.94199913872612,815193,MHK
32,2020-01-01,159000000,1780500000,129000000,118.43516029850127,121.3522576362856,115.99903174369564,118.9395163136144,941211,MHK
33,2020-04-01,159000000,1780500000,129000000,87.96603181627061,90.37920609731523,85.36428615025112,87.88396817161923,882624,MHK
34,2020-07-01,159000000,1780500000,129000000,89.92343771457672,92.1084372997284,87.99140644073486,90.05687534809113,1160327,MHK
35,2020-10-01,159000000,1780500000,129000000,113.91377834743923,116.31911146375867,111.74533386230468,113.9737779405382,653740,MHK
36,2021-01-01,333750000,1983000000,258250000,166.64852480028495,169.0936071677286,163.50475423844134,166.15590254986873,544982,MHK
37,2021-04-01,333750000,1983000000,258250000,203.53857203892295,206.0420636373853,200.4365076943049,203.78127155606708,538190,MHK
38,2021-07-01,333750000,1983000000,258250000,193.75984406471247,196.4271869659424,191.41015553474423,194.01734232902527,444080,MHK
39,2021-10-01,333750000,1983000000,258250000,180.01666700575086,183.1088877360026,177.94422200520833,180.15999857584637,566807,MHK
40,2022-01-01,61000000,2198500000,6250000,149.98951684274982,153.29209629181892,147.52322584582913,150.58822582614036,747500,MHK
41,2022-04-01,61000000,2198500000,6250000,132.7667740852602,135.28822535853232,130.19580631871378,132.98709672497165,633011,MHK
42,2022-07-01,61000000,2198500000,6250000,116.07031226158142,118.0509375333786,114.17687511444092,116.28250014781952,616459,MHK
43,2022-10-01,61000000,2198500000,6250000,97.83409083973278,99.47818131880328,95.8372728174383,97.50090911171652,576484,MHK
44,2023-01-01,-72000000,2106250000,-110000000,108.97580657466766,110.57903215962072,107.04870937716576,108.6870967495826,584800,MHK
45,2023-04-01,-72000000,2106250000,-110000000,98.01354857414,99.36000011813256,96.6604836986911,98.1191932924332,601965,MHK
46,2023-07-01,-72000000,2106250000,-110000000,100.72206321595208,102.14428553505547,99.58428591773624,100.87587326292008,720302,MHK
47,2023-10-01,-72000000,2106250000,-110000000,82.53772735595703,83.75227303938432,81.29568169333719,82.56318213722922,881059,MHK
0,2013-01-01,3620250000,10607000000,2828000000,52.959736061096194,53.17195172602796,52.62694504979347,52.82214234610687,9483290,PG
1,2013-04-01,3620250000,10607000000,2828000000,56.11291664838791,56.5466416436814,55.727680925571015,56.148419556855,10035545,PG
2,2013-07-01,3620250000,10607000000,2828000000,57.36360788345337,57.67661972437361,56.98278263562274,57.35720498061392,7311889,PG
3,2013-10-01,3620250000,10607000000,2828000000,58.85836096869575,59.12512790432959,58.43028869971513,58.71489544509357,7872796,PG
4,2014-01-01,3822000000,10615000000,2910750000,57.655178570356526,58.07489638691801,57.3258343057428,57.68278420243824,9683772,PG
5,2014-04-01,3822000000,10615000000,2910750000,59.45353044782366,59.71765977123269,59.2104640418361,59.477951752627135,7647851,PG
6,2014-07-01,3822000000,10615000000,2910750000,60.93985641002655,61.19223075121901,60.64589131905083,60.882734248833074,7344484,PG
7,2014-10-01,3822000000,10615000000,2910750000,64.81351657443577,65.13714627685738,64.350991150922,64.72730301152949,8430491,PG
8,2015-01-01,2947500000,9719000000,1759000000,64.87705468349769,65.26764358418471,64.46473830646357,64.99942824127095,8596000,PG
9,2015-04-01,2947500000,9719000000,1759000000,61.1751823425293,61.531574699024354,60.91556907578949,61.25207122026893,7855352,PG
10,2015-07-01,2947500000,9719000000,1759000000,57.47463196516037,57.91707088012311,57.061754419653695,57.54613754574491,10143548,PG
11,2015-10-01,2947500000,9719000000,1759000000,58.187062411838106,58.562913356574406,57.79095220771262,58.14804007861552,8367796,PG
12,2016-01-01,3360250000,8227250000,2627000000,62.88747731193168,63.29180943375131,62.34852835728636,62.79748559353429,10443225,PG
13,2016-04-01,3360250000,8227250000,2627000000,64.61122232675552,64.94000121211558,64.202005826591,64.53187500467648,7183822,PG
14,2016-07-01,3360250000,8227250000,2627000000,68.88126909732819,69.20453682812689,68.44003260720876,68.7837323227377,18397606,PG
15,2016-10-01,3360250000,8227250000,2627000000,68.38473701477051,68.87695392705291,68.06500118357793,68.55479069123002,13647343,PG
16,2017-01-01,3488750000,8133750000,3831500000,71.44594229421308,71.71931987383918,71.08221040179453,71.34978827890394,9492531,PG
17,2017-04-01,3488750000,8133750000,3831500000,71.55809977697947,71.86979109113611,71.29256210236873,71.63110008209286,6640484,PG
18,2017-07-01,3488750000,8133750000,3831500000,74.49295879545666,74.79851212334376,74.1623213134431,74.45486961535101,6226384,PG
19,2017-10-01,3488750000,8133750000,3831500000,73.55810928344727,73.92897937608207,73.13383497519388,73.57965926874135,7065370,PG
20,2018-01-01,3427750000,8567000000,2437500000,69.23861018946913,69.83520747505762,68.81749523598293,69.39801207715671,10275190,PG
21,2018-04-01,3427750000,8567000000,2437500000,63.047612607479095,63.49507025212209,62.61260765782416,63.060459960181205,9226983,PG
22,2018-07-01,3427750000,8567000000,2437500000,69.15800173320467,69.48988382088557,68.6859568713324,69.00835167587502,7177590,PG
23,2018-10-01,3427750000,8567000000,2437500000,75.15189531114366,75.65572204459899,74.39670972079958,74.92926510802387,11153393,PG
24,2019-01-01,1371750000,8692000000,974250000,83.72575591040439,84.17416847188389,83.06093011283126,83.5829098770245,9539292,PG
25,2019-04-01,1371750000,8692000000,974250000,92.32603248717292,92.84441606221569,91.6989187076086,92.23017380418196,6968163,PG
26,2019-07-01,1371750000,8692000000,974250000,103.03078305721284,103.7134970598999,102.2536474071589,102.92193246274468,7368656,PG
27,2019-10-01,1371750000,8692000000,974250000,106.36488003200957,107.16201595431303,105.64183675058636,106.53861432884716,6436878,PG
28,2020-01-01,3926500000,8812500000,3256750000,105.92319919217016,107.62046268950878,104.26108914068672,105.59109268889596,10443610,PG
29,2020-04-01,3926500000,8812500000,3256750000,103.57936435275607,104.77721546807597,102.37740778507482,103.5273358747071,9179817,PG
30,2020-07-01,3926500000,8812500000,3256750000,118.69557678699492,119.50157819716097,117.78482773783767,118.50290398925608,6150442,PG
31,2020-10-01,3926500000,8812500000,3256750000,126.47556610107422,127.66037122029552,125.53650917030436,126.65269170932888,6297256,PG
32,2021-01-01,4496500000,9277000000,3576500000,118.01761201952324,119.1017778020158,117.1262582810217,118.04686149147476,8393195,PG
33,2021-04-01,4496500000,9277000000,3576500000,123.1514157492017,123.99437395752084,122.42931159074934,123.1981412110141,8747878,PG
34,2021-07-01,4496500000,9277000000,3576500000,129.83230459690094,130.59569815594114,129.12980675909205,129.79182771089344,6646436,PG
35,2021-10-01,4496500000,9277000000,3576500000,132.9146218193902,133.65004123307273,131.96571227394085,132.6540350622606,6758253,PG
36,2022-01-01,4453250000,10539250000,3685500000,145.00606881418537,146.42773204300005,143.61931177835828,145.13281773793102,8407310,PG
37,2022-04-01,4453250000,10539250000,3685500000,140.0651443235336,141.56753783037203,138.4580766217262,140.17803681127563,7900594,PG
38,2022-07-01,4453250000,10539250000,3685500000,133.2282351255417,134.4307756444228,132.10713620969756,133.28487324174714,6510188,PG
39,2022-10-01,4453250000,10539250000,3685500000,127.7354340986772,128.7787329147241,126.6241930542394,127.5089353219694,6602311,PG
40,2023-01-01,4533500000,10690000000,3663250000,135.8884548064201,136.8424086080724,134.83026651046384,135.83319147794774,6886268,PG
41,2023-04-01,4533500000,10690000000,3663250000,144.16985813263923,145.01284486813967,143.19253569156817,144.11410121759246,6111221,PG
42,2023-07-01,4533500000,10690000000,3663250000,147.0302988688151,148.01532933385033,146.23177399958269,147.15797522731586,5534683,PG
43,2023-10-01,4533500000,10690000000,3663250000,144.2099644054066,145.04983742861384,143.2327452397737,144.1752401662767,6385764,PG
0,2012-01-01,619250000,4464750000,405750000,41.7651672978555,42.12386618512605,41.2476859489168,41.58398787921398,3584258,CI
1,2012-04-01,619250000,4464750000,405750000,42.33468785361638,42.7429540346461,41.92377413073255,42.34660037240775,2709144,CI
2,2012-07-01,619250000,4464750000,405750000,40.90251813616072,41.27166367414938,40.54204971063076,40.88104591251288,2523337,CI
3,2012-10-01,619250000,4464750000,405750000,47.104050392328304,47.4796223750192,46.58949690339313,47.0001913654561,2481807,CI
4,2013-01-01,544000000,5216250000,369000000,54.76783339182536,55.08877633789012,54.209196252889406,54.60473030571856,1974692,CI
5,2013-04-01,544000000,5216250000,369000000,62.48866415023804,63.03192756020599,61.8735447910715,62.38826927735271,1941208,CI
6,2013-07-01,544000000,5216250000,369000000,72.39735972881317,72.99103822516189,71.7413866174386,72.37910593315777,1474914,CI
7,2013-10-01,544000000,5216250000,369000000,74.38625081380208,74.99612230404615,73.71250702187933,74.251913606211,1708238,CI
8,2014-01-01,826000000,5333500000,525500000,76.36440577272509,77.17421039384145,75.65903106756659,76.36864899657415,2194400,CI
9,2014-04-01,826000000,5333500000,525500000,79.56246863471137,80.09961581268053,78.90958676738563,79.48752171820136,1700116,CI
10,2014-07-01,826000000,5333500000,525500000,86.69386065006256,87.39147400508446,85.98943416538899,86.69226571772879,1381436,CI
11,2014-10-01,826000000,5333500000,525500000,89.51268513997395,90.30282830430777,88.66770921418893,89.36508778505957,1796602,CI
12,2015-01-01,831750000,5822500000,523500000,107.79905125352202,108.59507323099604,106.68655685215433,107.49047040229011,1545016,CI
13,2015-04-01,831750000,5822500000,523500000,128.17496224055213,129.61636801325457,126.72736966320088,128.0060164609237,2656954,CI
14,2015-07-01,831750000,5822500000,523500000,134.7139469385147,136.43499346736456,133.18139050322944,134.94332446235794,2298709,CI
15,2015-10-01,831750000,5822500000,523500000,125.43820461697048,126.82145955116268,123.67366752399506,125.24251149666132,1653689,CI
16,2016-01-01,744750000,6121500000,466750000,127.43725836081585,129.03540302184487,125.95961299293856,127.3901044556528,1317084,CI
17,2016-04-01,744750000,6121500000,466750000,122.54434204101562,123.86428451209368,121.21511724058377,122.5649368479422,1551083,CI
18,2016-07-01,744750000,6121500000,466750000,121.1923485994339,122.52389297629544,119.8938707658888,121.03208724857848,1614406,CI
19,2016-10-01,744750000,6121500000,466750000,119.37571074745873,121.050283674692,117.883191830594,119.36115400690596,1313623,CI
20,2017-01-01,901500000,6351500000,559250000,136.79305624192762,137.87152247062875,135.17401155058064,136.5626767426935,1390119,CI
21,2017-04-01,901500000,6351500000,559250000,149.1711164202009,150.2028787059415,148.0394337468913,148.9740775715341,1446424,CI
22,2017-07-01,901500000,6351500000,559250000,165.31280735560827,166.38273848456166,164.12394292787516,165.1651371488557,1214025,CI
23,2017-10-01,901500000,6351500000,559250000,182.1957470286976,183.5584629086772,180.42050057927133,181.95920122355665,1379805,CI
24,2018-01-01,1040000000,6882000000,659250000,180.44700122270427,182.69261444472397,178.67159706157818,180.8204009972055,2461698,CI
25,2018-04-01,1040000000,6882000000,659250000,160.75635528564453,162.08014488416066,159.30908196890513,160.83848458639855,1943695,CI
26,2018-07-01,1040000000,6882000000,659250000,172.1560552687872,173.42627084568173,170.26717188917996,171.70778779734405,2607384,CI
27,2018-10-01,1040000000,6882000000,659250000,197.77301330566405,199.9665323406061,195.36548953182597,197.795094559392,2318558,CI
28,2019-01-01,2019250000,7704750000,1276000000,169.61186043160862,171.7173275711151,167.77453506944883,169.96370380844647,2809215,CI
29,2019-04-01,2019250000,7704750000,1276000000,145.56973944769965,147.42281404032792,143.47220064679908,145.6862196449262,2565038,CI
30,2019-07-01,2019250000,7704750000,1276000000,151.1758861541748,153.56097308388843,149.26134318817455,151.63467360168215,2089395,CI
31,2019-10-01,2019250000,7704750000,1276000000,164.38290032280815,165.86995972780562,162.13868536072692,163.6278100219456,2011611,CI
32,2020-01-01,2038250000,8177500000,2114500000,180.201231556554,183.75082068213965,175.864607402068,179.6123275846005,2813444,CI
33,2020-04-01,2038250000,8177500000,2114500000,176.26513066367497,179.66735727221274,173.21168011155967,176.6189214617658,1790517,CI
34,2020-07-01,2038250000,8177500000,2114500000,163.53143787384033,165.87244726648842,161.65569924895254,163.9348657254909,1949319,CI
35,2020-10-01,2038250000,8177500000,2114500000,178.36336161295574,181.0905398147957,175.41898237929718,177.89551460603445,1997349,CI
36,2021-01-01,1983750000,8390500000,1341250000,207.3557071373111,210.0891270789269,204.5223274931639,206.85646296698968,1959793,CI
37,2021-04-01,1983750000,8390500000,1341250000,233.29584418402777,235.5126988813313,231.32505090134936,233.6637799760388,1596744,CI
38,2021-07-01,1983750000,8390500000,1341250000,203.93814063072205,206.0875949518993,202.12924459529603,204.29035764722,2103600,CI
39,2021-10-01,1983750000,8390500000,1341250000,197.1837324354384,200.1207525683117,195.4492109353984,197.6392182326577,1949524,CI
40,2022-01-01,2103500000,8051500000,1667000000,221.73868560791016,224.19748816181615,218.5625978864448,221.1342901288131,1737074,CI
41,2022-04-01,2103500000,8051500000,1667000000,245.15274761569117,248.14639409727104,241.8091799666612,245.0446792955223,1654397,CI
42,2022-07-01,2103500000,8051500000,1667000000,268.8999722003937,271.4251136834741,266.2033970230035,268.79979957247,1992089,CI
